"","X","filename","decade","category","license","year","fees_usd","items","revenues_usd"
"2133",2133,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Amendment Fee",2014,101.25,121,12251
"2134",2134,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (R)",2014,303.5,896,271936
"2135",2135,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (NR)",2014,NA,NA,NA
"2136",2136,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (Student)",2014,50.5,167,8434
"2137",2137,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Inland Fisheries",2014,NA,NA,NA
"2138",2138,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Inland Fisheries (Student)",2014,NA,NA,NA
"2139",2139,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Marine",2014,NA,NA,NA
"2140",2140,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Marine (Student)",2014,NA,NA,NA
"2141",2141,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Terrestrial Wildlife",2014,NA,NA,NA
"2142",2142,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Terrestrial Wildlife (Student)",2014,NA,NA,NA
"2143",2143,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Application Fee",2014,NA,NA,NA
"2144",2144,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Application Fee (Student)",2014,NA,NA,NA
"2145",2145,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Inland Fisheries",2014,NA,NA,NA
"2146",2146,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Inland Fisheries (Student)",2014,NA,NA,NA
"2147",2147,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Marine",2014,NA,NA,NA
"2148",2148,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Marine (Student)",2014,NA,NA,NA
"2149",2149,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Terrestrial Wildlife",2014,NA,NA,NA
"2150",2150,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Terrestrial Wildlife (Student)",2014,NA,NA,NA
"2151",2151,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee",2014,NA,NA,NA
"2152",2152,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee (Student)",2014,NA,NA,NA
"2153",2153,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Inland Fisheries",2014,NA,NA,NA
"2154",2154,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Inland Fisheries (Student)",2014,NA,NA,NA
"2155",2155,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use  - Marine",2014,NA,NA,NA
"2156",2156,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use  - Marine (Student)",2014,NA,NA,NA
"2157",2157,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Terrestrial Wildlife",2014,NA,NA,NA
"2158",2158,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Terrestrial Wildlife (Student)",2014,NA,NA,NA
"2159",2159,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use",2014,NA,NA,NA
"2160",2160,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use (Student)",2014,NA,NA,NA
"2161",2161,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Recreational)",2014,37.75,4,151
"2162",2162,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Recreational/Pest Control)",2014,37.75,0,0
"2163",2163,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Pest Control Only)",2014,37.75,1,38
"2164",2164,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (R) (Recreational)",2014,112.25,132,14817
"2165",2165,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (R) (Recreational/Pest Control)",2014,112.25,108,12123
"2166",2166,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License  (R) (Pest Control Only)",2014,112.25,607,68136
"2167",2167,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (NR) (Recreational)",2014,562.5,5,2813
"2168",2168,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (NR) (Recreational/Pest Control)",2014,562.5,2,1125
"2169",2169,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License  (NR) (Pest Control Only)",2014,562.5,1,563
"2170",2170,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Warden Stamp",2014,5,3744,18720
"2171",2171,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration (New)",2015,NA,5,4100
"2172",2172,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration (Renewal)",2015,NA,136,69700
"2173",2173,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration - Late Fee",2015,NA,11,1691
"2174",2174,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration - Surcharge",2015,615,63,38745
"2175",2175,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (1 Property)",2015,219.75,46,10109
"2176",2176,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (2-5 Properties)",2015,550,11,6050
"2177",2177,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (6-10 Properties)",2015,1099.5,1,1100
"2178",2178,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (11 or More Properties)",2015,2199,1,2199
"2179",2179,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake (New)",2015,NA,NA,NA
"2180",2180,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake (Renewal)",2015,NA,NA,NA
"2181",2181,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake Inspection Fee",2015,NA,NA,NA
"2182",2182,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Bird Seals",2015,0.03,18601,558
"2183",2183,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Breeder's License Class 1",2015,NA,121,2450
"2184",2184,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Breeder's License Class 2",2015,NA,25,2519
"2185",2185,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Mammal Tags",2015,0.03,0,0
"2186",2186,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconer Raptor Capture Permit (NR)",2015,327,0,0
"2187",2187,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry License - Application Fee",2015,NA,619,8821
"2188",2188,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry License",2015,NA,615,48739
"2189",2189,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry Inspection Fee (1-5 Enclosures)",2015,NA,61,16653
"2190",2190,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry Additional Inspection Fee (Per Enclosures Over 5)",2015,NA,3,40
"2191",2191,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit",2015,NA,7,2314
"2192",2192,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit - Application Fee",2015,NA,2,99
"2193",2193,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit - Inspection Fee",2015,NA,3,254
"2194",2194,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fully Protected Species Permit",2015,NA,0,0
"2195",2195,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fur Agent License",2015,NA,2,178
"2196",2196,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fur Dealer License",2015,NA,3,530
"2197",2197,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Game Bird Club Seals",2015,0.05,152410,7621
"2198",2198,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Guide License (R)",2015,NA,1141,238754
"2199",2199,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Guide License (NR)",2015,NA,22,10742
"2200",2200,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lands Pass - 1-Day",2015,4,9184,36736
"2201",2201,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lands Pass - Annual",2015,NA,282,6345
"2202",2202,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Guide Employee Registration",2015,NA,40,1840
"2203",2203,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",2015,NA,12,4440
"2204",2204,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",2015,NA,25,12344
"2205",2205,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",2015,NA,15,5550
"2206",2206,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",2015,NA,23,11356
"2207",2207,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",2015,NA,3,608
"2208",2208,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Native Reptile Captive Propagation Permit",2015,59,47,2773
"2209",2209,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",2015,98.25,1,98
"2210",2210,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Animal Care, Detrimental",2015,468.25,2,937
"2211",2211,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Animal Care, Welfare",2015,56,10,560
"2212",2212,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",2015,56.5,286,16159
"2213",2213,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Application Fee (New)",2015,109.75,17,1866
"2214",2214,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Aquaculture",2015,468.25,1,468
"2215",2215,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - AZA, Detrimental",2015,468.25,20,9365
"2216",2216,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Breeding",2015,468.25,NA,6087
"2217",2217,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Broker/Dealer (R)",2015,468.25,5,2341
"2218",2218,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",2015,936.5,1,937
"2219",2219,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - ELE & MOU Fee",2015,444,35,15540
"2220",2220,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Exhibiting (R)",2015,468.25,104,48698
"2221",2221,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Exhibiting (NR)",2015,936.5,18,16857
"2222",2222,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Fish",2015,468.25,11,5151
"2223",2223,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",2015,NA,NA,NA
"2224",2224,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (Aquaculture & Fish)",2015,1537.25,0,0
"2225",2225,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (1-5 Enclosures)",2015,226.75,126,28571
"2226",2226,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (6-25 Enclosures)",2015,320.25,77,24659
"2227",2227,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (26-50 Enclosures)",2015,525,21,11025
"2228",2228,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (51-100 Enclosures)",2015,827.75,12,9933
"2229",2229,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (101+ Enclosures)",2015,3069.25,1,3069
"2230",2230,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Native Species Exhibiting",2015,468.25,38,17794
"2231",2231,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Nuisance Bird Abatement (R)",2015,468.25,3,1405
"2232",2232,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Nuisance Bird Abatement (NR)",2015,936.5,0,0
"2233",2233,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Research, Detrimental",2015,468.25,37,17325
"2234",2234,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Shelter",2015,56,37,2072
"2235",2235,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Single Event Breeding",2015,56,3,168
"2236",2236,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Application Fee",2015,102.5,474,48585
"2237",2237,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Application Fee (Student)",2015,NA,130,3315
"2238",2238,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Amendment Fee (Student)",2015,NA,16,408
"2239",2239,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Amendment Fee",2015,NA,171,17528
"2240",2240,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (R)",2015,NA,505,155288
"2241",2241,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (NR)",2015,NA,NA,NA
"2242",2242,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit (Student)",2015,NA,128,6560
"2243",2243,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Inland Fisheries",2015,NA,NA,NA
"2244",2244,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Inland Fisheries (Student)",2015,NA,NA,NA
"2245",2245,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Marine",2015,NA,NA,NA
"2246",2246,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Marine (Student)",2015,NA,NA,NA
"2247",2247,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Terrestrial Wildlife",2015,NA,NA,NA
"2248",2248,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Application Fee - Terrestrial Wildlife (Student)",2015,NA,NA,NA
"2249",2249,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Application Fee",2015,NA,NA,NA
"2250",2250,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Application Fee (Student)",2015,NA,NA,NA
"2251",2251,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Inland Fisheries",2015,NA,NA,NA
"2252",2252,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Inland Fisheries (Student)",2015,NA,NA,NA
"2253",2253,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Marine",2015,NA,NA,NA
"2254",2254,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Marine (Student)",2015,NA,NA,NA
"2255",2255,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Terrestrial Wildlife",2015,NA,NA,NA
"2256",2256,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use Amendment Fee - Terrestrial Wildlife (Student)",2015,NA,NA,NA
"2257",2257,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee",2015,NA,NA,NA
"2258",2258,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee (Student)",2015,NA,NA,NA
"2259",2259,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Inland Fisheries",2015,NA,NA,NA
"2260",2260,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Inland Fisheries (Student)",2015,NA,NA,NA
"2261",2261,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use  - Marine",2015,NA,NA,NA
"2262",2262,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use  - Marine (Student)",2015,NA,NA,NA
"2263",2263,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Terrestrial Wildlife",2015,NA,NA,NA
"2264",2264,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit General Use - Terrestrial Wildlife (Student)",2015,NA,NA,NA
"2265",2265,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use",2015,NA,NA,NA
"2266",2266,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Scientific Collecting Permit Specific Use (Student)",2015,NA,NA,NA
"2267",2267,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Recreational)",2015,NA,1,38
"2268",2268,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Recreational/Pest Control)",2015,NA,1,38
"2269",2269,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (Junior) (Pest Control Only)",2015,NA,1,38
"2270",2270,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (R) (Recreational)",2015,NA,109,12399
"2271",2271,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (R) (Recreational/Pest Control)",2015,NA,82,9328
"2272",2272,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License  (R) (Pest Control Only)",2015,NA,552,62790
"2273",2273,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (NR) (Recreational)",2015,NA,0,0
"2274",2274,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License (NR) (Recreational/Pest Control)",2015,NA,0,0
"2275",2275,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Trapping License  (NR) (Pest Control Only)",2015,NA,1,570
"2276",2276,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Warden Stamp",2015,5,4469,22345
"2277",2277,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration (New)",2016,NA,7,5740
"2278",2278,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration (Renewal)",2016,NA,131,67138
"2279",2279,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration - Late Fee",2016,NA,9,1384
"2280",2280,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Aquaculture Registration - Surcharge",2016,615,60,36900
"2281",2281,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (1 Property)",2016,219.75,46,10109
"2282",2282,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (2-5 Properties)",2016,550,11,6050
"2283",2283,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (6-10 Properties)",2016,1099.5,1,1100
"2284",2284,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Hunting Club License (11 or More Properties)",2016,2199.25,2,4399
"2285",2285,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake (New)",2016,NA,NA,NA
"2286",2286,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake (Renewal)",2016,NA,NA,NA
"2287",2287,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Commercial Native Rattlesnake Inspection Fee",2016,NA,NA,NA
"2288",2288,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Bird Seals",2016,0.03,21250,638
"2289",2289,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Breeder's License Class 1",2016,NA,111,2248
"2290",2290,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Breeder's License Class 2",2016,NA,22,2217
"2291",2291,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Domesticated Game Mammal Tags",2016,0.03,0,0
"2292",2292,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconer Raptor Capture Permit (NR)",2016,NA,0,0
"2293",2293,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry License - Application Fee",2016,NA,634,9035
"2294",2294,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry License",2016,NA,631,50007
"2295",2295,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry Inspection Fee (1-5 Enclosures)",2016,NA,60,16380
"2296",2296,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Falconry Additional Inspection Fee (Per Enclosures Over 5)",2016,NA,0,0
"2297",2297,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit",2016,NA,7,2314
"2298",2298,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit - Application Fee",2016,NA,1,50
"2299",2299,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fallow Deer Farming Permit - Inspection Fee",2016,NA,4,338
"2300",2300,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fully Protected Species Permit",2016,NA,0,0
"2301",2301,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fur Agent License",2016,NA,1,89
"2302",2302,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Fur Dealer License",2016,NA,4,707
"2303",2303,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Game Bird Club Seals",2016,0.05,169100,8455
"2304",2304,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Guide License (R)",2016,NA,1196,250263
"2305",2305,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Guide License (NR)",2016,NA,60,29295
"2306",2306,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lands Pass - 1-Day",2016,4,10333,41332
"2307",2307,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lands Pass - Annual",2016,NA,384,8640
"2308",2308,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Guide Employee Registration",2016,NA,36,1656
"2309",2309,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",2016,NA,15,5550
"2310",2310,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone A - over 500 acres",2016,NA,23,11356
"2311",2311,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone B - 500 acres or less",2016,NA,15,5550
"2312",2312,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Licensed Game Bird Club, Zone B - over 500 acres",2016,NA,26,12838
"2313",2313,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Lic. Domesticated Migratory Game Bird Shooting Area",2016,NA,3,608
"2314",2314,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Native Reptile Captive Propagation Permit",2016,NA,46,2714
"2315",2315,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Native Reptile & Amphibian Permit (Take by Biol. Supply House)",2016,98.25,1,98
"2316",2316,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Animal Care, Detrimental",2016,468.25,1,468
"2317",2317,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Animal Care, Welfare",2016,NA,8,448
"2318",2318,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Application Fee (Amended or Renewal)",2016,NA,277,15651
"2319",2319,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Application Fee (New)",2016,NA,10,1098
"2320",2320,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Aquaculture",2016,NA,0,0
"2321",2321,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - AZA, Detrimental",2016,468.25,22,10302
"2322",2322,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Breeding",2016,NA,NA,3746
"2323",2323,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Broker/Dealer (R)",2016,NA,5,2341
"2324",2324,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Broker/Dealer (NR)",2016,936.5,2,1873
"2325",2325,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - ELE & MOU Fee",2016,444,27,11988
"2326",2326,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Exhibiting (R)",2016,NA,103,48230
"2327",2327,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Exhibiting (NR)",2016,NA,10,9365
"2328",2328,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Fish",2016,NA,8,3746
"2329",2329,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish)",2016,NA,0,NA
"2330",2330,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (Aquaculture & Fish)",2016,NA,0,0
"2331",2331,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (1-5 Enclosures)",2016,NA,112,25396
"2332",2332,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (6-25 Enclosures)",2016,NA,72,23058
"2333",2333,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (26-50 Enclosures)",2016,NA,18,9450
"2334",2334,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (51-100 Enclosures)",2016,827.75,11,9105
"2335",2335,"tabula-2010s Fees Special Permits.csv","2010s","Licenses","Restricted Species Permit - Inspection Fee (101+ Enclosures)",2016,3069.5,2,6139
