"FMP_AREA","GEAR","PROCESSING_SECTOR","SPECIES","YEAR","EXVES_PRICE_LB"
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Atka Mackerel","2011",.267
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pacific Cod","2011",.24
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pacific Cod","2011",.223
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pacific Cod","2011",.263
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pacific Ocean Perch","2011",.348
"Gulf of Alaska","All Gear","All Sectors","Other Rockfish","2011",.443
"Gulf of Alaska","Fixed","All Sectors","Other Rockfish","2011",.772
"Gulf of Alaska","Trawl","All Sectors","Other Rockfish","2011",.183
"Gulf of Alaska","All Gear","All Sectors","Pacific Cod","2011",.334
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Groundfish","2011",.546
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Groundfish","2011",.546
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Groundfish","2011",.054
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Groundfish","2011",.053
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Groundfish","2011",.057
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Yellowfin Sole (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2011",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Rockfish","2011",.513
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Rockfish","2011",.506
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Rockfish","2011",.631
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2011",.174
"Gulf of Alaska","All Gear","All Sectors","Arrowtooth Flounder","2011",.077
"Gulf of Alaska","Fixed","All Sectors","Arrowtooth Flounder","2011",.476
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Rockfish","2011",.72
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Rockfish","2011",.742
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Rockfish","2011",.676
"Gulf of Alaska","Trawl","All Sectors","Arrowtooth Flounder","2011",.077
"Gulf of Alaska","All Gear","All Sectors","Atka Mackerel","2011",.365
"Gulf of Alaska","Fixed","All Sectors","Atka Mackerel","2011",.016
"Gulf of Alaska","Trawl","All Sectors","Atka Mackerel","2011",.365
"Gulf of Alaska","All Gear","All Sectors","Deep-Water Flatfish (GOA)","2011",.096
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Arrowtooth Flounder","2011",.172
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Arrowtooth Flounder","2011",.172
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Arrowtooth Flounder","2011",.172
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Rockfish","2011",.473
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Rockfish","2011",.475
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Rockfish","2011",.268
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pacific Cod","2011",.252
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pacific Cod","2011",.238
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pacific Cod","2011",.294
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Sablefish","2011",5.105
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Sablefish","2011",5.105
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Sablefish","2011",5.105
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Sablefish","2011",1.79
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Sablefish","2011",1.79
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Sablefish","2011",1.79
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Flatfish (BSAI)","2011",.149
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2011",.144
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2011",.501
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Flatfish (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2011",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Turbot (BSAI)","2011",.412
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Turbot (BSAI)","2011",.412
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Turbot (BSAI)","2011",.711
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Flatfish (BSAI)","2011",.149
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2011",.144
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2011",.501
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Turbot (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Turbot (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Turbot (BSAI)","2011",-9999
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Turbot (BSAI)","2011",.711
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Turbot (BSAI)","2011",.711
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Turbot (BSAI)","2011",.711
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Groundfish","2011",.321
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Groundfish","2011",.357
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Groundfish","2011",.073
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Groundfish","2011",.546
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pollock","2011",.169
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pollock","2011",.173
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pollock","2011",.164
"Gulf of Alaska","All Gear","All Sectors","Shallow-Water Flatfish (GOA)","2011",.218
"Gulf of Alaska","Fixed","All Sectors","Shallow-Water Flatfish (GOA)","2011",.564
"Gulf of Alaska","Trawl","All Sectors","Shallow-Water Flatfish (GOA)","2011",.218
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2011",.202
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Flathead Sole","2011",.202
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Flathead Sole","2011",.202
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Kamchatka Flounder (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Kamchatka Flounder (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Rock Sole (BSAI)","2011",.202
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2011",.202
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Rock Sole (BSAI)","2011",.202
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Rock Sole (BSAI)","2011",.169
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Kamchatka Flounder (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Kamchatka Flounder (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Kamchatka Flounder (BSAI)","2011",.174
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Rock Sole (BSAI)","2011",.015
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Rock Sole (BSAI)","2011",.202
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2011",.202
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Rock Sole (BSAI)","2011",.202
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Northern Rockfish","2011",.292
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Northern Rockfish","2011",.292
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Northern Rockfish","2011",.292
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Northern Rockfish","2011",.742
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Northern Rockfish","2011",.742
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Sablefish","2011",4.934
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Sablefish","2011",4.546
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Sablefish","2011",5.105
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2011",.292
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Northern Rockfish","2011",.292
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Northern Rockfish","2011",.292
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pollock","2012",.179
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pollock","2012",.184
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pollock","2012",.171
"Gulf of Alaska","All Gear","All Sectors","Shallow-Water Flatfish (GOA)","2012",.218
"Gulf of Alaska","Fixed","All Sectors","Shallow-Water Flatfish (GOA)","2012",.235
"Gulf of Alaska","Trawl","All Sectors","Shallow-Water Flatfish (GOA)","2012",.218
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2012",.206
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Flathead Sole","2012",.206
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Flathead Sole","2012",.206
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Kamchatka Flounder (BSAI)","2012",.244
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Kamchatka Flounder (BSAI)","2012",.244
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Kamchatka Flounder (BSAI)","2012",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Rock Sole (BSAI)","2012",.248
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2012",.248
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Rock Sole (BSAI)","2012",.248
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Kamchatka Flounder (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Kamchatka Flounder (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2012",.248
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Kamchatka Flounder (BSAI)","2012",.248
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Kamchatka Flounder (BSAI)","2012",-9999
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Rock Sole (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Rock Sole (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Rock Sole (BSAI)","2012",.248
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Rock Sole (BSAI)","2012",.248
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Rock Sole (BSAI)","2012",.248
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Northern Rockfish","2012",.23
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Northern Rockfish","2012",.23
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Northern Rockfish","2012",.229
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Northern Rockfish","2012",.687
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Northern Rockfish","2012",.687
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Northern Rockfish","2012",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Sablefish","2012",3.211
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Sablefish","2012",2.68
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Sablefish","2012",3.522
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2012",.229
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Northern Rockfish","2012",.229
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Northern Rockfish","2012",.229
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Sablefish","2012",3.522
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Sablefish","2012",3.522
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Sablefish","2012",3.522
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Sablefish","2012",1.014
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Sablefish","2012",1.014
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Sablefish","2012",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Flatfish (BSAI)","2012",.177
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2012",.17
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2012",.49
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Flatfish (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Turbot (BSAI)","2012",.342
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Turbot (BSAI)","2012",.341
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Turbot (BSAI)","2012",.601
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Flatfish (BSAI)","2012",.177
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2012",.17
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2012",.49
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Turbot (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Turbot (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Turbot (BSAI)","2012",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Groundfish","2012",.151
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Groundfish","2012",.163
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Groundfish","2012",.069
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Turbot (BSAI)","2012",.601
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Turbot (BSAI)","2012",.601
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Turbot (BSAI)","2012",.601
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Yellowfin Sole (BSAI)","2012",.174
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2012",.174
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2012",.173
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Groundfish","2012",.205
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Groundfish","2012",.205
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Groundfish","2012",.205
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Groundfish","2012",.056
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Groundfish","2012",.05
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Yellowfin Sole (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2012",-9999
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2012",.017
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Groundfish","2012",.066
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Rockfish","2012",.456
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Rockfish","2012",.446
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Rockfish","2012",.629
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Yellowfin Sole (BSAI)","2012",.174
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Yellowfin Sole (BSAI)","2012",.174
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Yellowfin Sole (BSAI)","2012",.174
"Gulf of Alaska","All Gear","All Sectors","Arrowtooth Flounder","2012",.097
"Gulf of Alaska","Fixed","All Sectors","Arrowtooth Flounder","2012",.231
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Other Rockfish","2012",.683
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Other Rockfish","2012",.687
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Other Rockfish","2012",.671
"Gulf of Alaska","Trawl","All Sectors","Arrowtooth Flounder","2012",.096
"Gulf of Alaska","All Gear","All Sectors","Atka Mackerel","2012",.387
"Gulf of Alaska","Fixed","All Sectors","Atka Mackerel","2012",.131
"Gulf of Alaska","Trawl","All Sectors","Atka Mackerel","2012",.388
"Gulf of Alaska","All Gear","All Sectors","Deep-Water Flatfish (GOA)","2012",.109
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Arrowtooth Flounder","2012",.206
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Arrowtooth Flounder","2012",.206
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Arrowtooth Flounder","2012",.209
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Other Rockfish","2012",.405
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Other Rockfish","2012",.405
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Other Rockfish","2012",.319
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pacific Cod","2012",.287
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pacific Cod","2012",.273
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pacific Cod","2012",.323
"Gulf of Alaska","Fixed","All Sectors","Deep-Water Flatfish (GOA)","2012",.223
"Gulf of Alaska","Trawl","All Sectors","Deep-Water Flatfish (GOA)","2012",.109
"Gulf of Alaska","All Gear","All Sectors","Dusky Rockfish","2012",.264
"Gulf of Alaska","Fixed","All Sectors","Dusky Rockfish","2012",.415
"Gulf of Alaska","Trawl","All Sectors","Dusky Rockfish","2012",.263
"Gulf of Alaska","All Gear","All Sectors","Flathead Sole","2012",.144
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Arrowtooth Flounder","2012",.017
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Arrowtooth Flounder","2012",.017
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Arrowtooth Flounder","2012",.017
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2012",.21
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Arrowtooth Flounder","2012",.21
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Arrowtooth Flounder","2012",.21
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pacific Cod","2012",.27
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pacific Cod","2012",.256
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Pacific Cod","2012",.342
"Gulf of Alaska","Fixed","All Sectors","Flathead Sole","2012",.16
"Gulf of Alaska","Trawl","All Sectors","Flathead Sole","2012",.144
"Gulf of Alaska","All Gear","All Sectors","Northern Rockfish","2012",.263
"Gulf of Alaska","Fixed","All Sectors","Northern Rockfish","2012",-9999
"Gulf of Alaska","Trawl","All Sectors","Northern Rockfish","2012",.263
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Atka Mackerel","2012",.293
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Atka Mackerel","2012",.293
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Atka Mackerel","2012",.291
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pacific Cod","2012",.318
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pacific Cod","2012",.324
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pacific Cod","2012",.311
"Gulf of Alaska","All Gear","All Sectors","Other Rockfish","2012",.568
"Gulf of Alaska","Fixed","All Sectors","Other Rockfish","2012",.884
"Gulf of Alaska","Trawl","All Sectors","Other Rockfish","2012",.279
"Gulf of Alaska","All Gear","All Sectors","Pacific Cod","2012",.352
"Gulf of Alaska","Fixed","All Sectors","Pacific Cod","2012",.36
"Gulf of Alaska","Trawl","All Sectors","Pacific Cod","2012",.326
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Atka Mackerel","2012",.18
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Atka Mackerel","2012",-9999
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Atka Mackerel","2012",.18
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pacific Ocean Perch","2012",.29
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pacific Ocean Perch","2012",.29
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pacific Ocean Perch","2012",.29
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pacific Ocean Perch","2012",.687
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pacific Ocean Perch","2012",.687
"Gulf of Alaska","All Gear","All Sectors","Pacific Ocean Perch","2012",.266
"Gulf of Alaska","Fixed","All Sectors","Pacific Ocean Perch","2012",.438
"Gulf of Alaska","Trawl","All Sectors","Pacific Ocean Perch","2012",.266
"Gulf of Alaska","All Gear","All Sectors","Pollock","2012",.171
"Gulf of Alaska","Fixed","All Sectors","Pollock","2012",.144
"Gulf of Alaska","Trawl","All Sectors","Pollock","2012",.171
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2012",.293
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Atka Mackerel","2012",.293
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Atka Mackerel","2012",.293
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Flathead Sole","2012",.206
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Flathead Sole","2012",.206
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Flathead Sole","2012",.206
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Pacific Ocean Perch","2012",.29
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Pacific Ocean Perch","2012",.29
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Pacific Ocean Perch","2012",.29
"Gulf of Alaska","All Gear","All Sectors","Rex Sole (GOA)","2012",.195
"Gulf of Alaska","Fixed","All Sectors","Rex Sole (GOA)","2012",-9999
"Gulf of Alaska","Trawl","All Sectors","Rex Sole (GOA)","2012",.195
"Gulf of Alaska","All Gear","All Sectors","Sablefish","2012",4.263
"Gulf of Alaska","Fixed","All Sectors","Sablefish","2012",4.334
"Gulf of Alaska","Trawl","All Sectors","Sablefish","2012",3.231
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Flathead Sole","2012",.017
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Flathead Sole","2012",.017
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Flathead Sole","2012",.017
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Pollock","2012",.178
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Pollock","2012",.184
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Pollock","2012",.171
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Pollock","2012",.108
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Pollock","2012",.108
"Bering Sea and Aleutian Islands","Fixed","Shoreside Processors (BSAI)","Pollock","2012",.108
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Sablefish","2013",1.173
"Bering Sea and Aleutian Islands","Trawl","At-Sea Processors (BSAI)","Sablefish","2013",1.173
"Bering Sea and Aleutian Islands","Trawl","Shoreside Processors (BSAI)","Sablefish","2013",-9999
"Bering Sea and Aleutian Islands","All Gear","All Sectors","Other Flatfish (BSAI)","2013",.147
"Bering Sea and Aleutian Islands","All Gear","At-Sea Processors (BSAI)","Other Flatfish (BSAI)","2013",.145
"Bering Sea and Aleutian Islands","All Gear","Shoreside Processors (BSAI)","Other Flatfish (BSAI)","2013",.486
"Bering Sea and Aleutian Islands","Fixed","All Sectors","Northern Rockfish","2013",.972
"Bering Sea and Aleutian Islands","Fixed","At-Sea Processors (BSAI)","Northern Rockfish","2013",.975
