"license_type","license","year","value"
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 4",2015,53
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 5",2015,54
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 6",2015,162
"Registration","Comm Fishing License (R)",2016,5688
"Registration","Comm Fishing License (NR)",2016,1144
"Registration","Comm Boat Registration (R)",2016,2800
"Registration","Comm Boat Registration (NR)",2016,323
"Registration","Comm Passenger Fishing Vessel",2016,492
"Registration","Comm Aircraft Registration",2016,7
"Registration","Comm Salmon Stamp",2016,1423
"Registration","John Doe Salmon Stamp",2016,221
"Registration","Comm Ocean Enhancement Stamp",2016,1132
"Limited Entry & Restricted Access","California Halibut Bottom Trawl Vessel Permit",2016,42
"Limited Entry & Restricted Access","Deeper Nearshore Species Fishery Permit",2016,182
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",2016,70
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",2016,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R) (T)",2016,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R) (NT)",2016,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",2016,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR) (T)",2016,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR) (NT)",2016,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 1",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 2",2016,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 3",2016,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 4",2016,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 5",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 6",2016,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 7",2016,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 1",2016,3
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 2",2016,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 3",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 4",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 5",2016,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 6",2016,3
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 7",2016,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 1",2016,10
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 2",2016,7
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 3",2016,5
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 4",2016,6
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 5",2016,4
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 6",2016,19
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 7",2016,12
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 1",2016,46
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 2",2016,45
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 3",2016,50
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 4",2016,46
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 5",2016,50
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 6",2016,142
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 7",2016,99
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit Tier Upgrade Filing Fee",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 1",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 2",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 3",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 4",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 5",2016,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 6",2016,0
"Registration","Comm Fishing License (R)",2017,5412
"Registration","Comm Fishing License (NR)",2017,1145
"Registration","Comm Boat Registration (R)",2017,2767
"Registration","Comm Boat Registration (NR)",2017,337
"Registration","Comm Passenger Fishing Vessel",2017,502
"Registration","Comm Aircraft Registration",2017,6
"Registration","Comm Salmon Stamp",2017,1312
"Registration","John Doe Salmon Stamp",2017,169
"Registration","Comm Ocean Enhancement Stamp",2017,1165
"Limited Entry & Restricted Access","California Halibut Bottom Trawl Vessel Permit",2017,41
"Limited Entry & Restricted Access","Deeper Nearshore Species Fishery Permit",2017,179
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",2017,69
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",2017,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R) (T)",2017,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R) (NT)",2017,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",2017,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR) (T)",2017,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR) (NT)",2017,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 1",2017,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 2",2017,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 3",2017,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 4",2017,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 5",2017,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 6",2017,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 7",2017,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 1",2017,3
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 2",2017,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 3",2017,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 4",2017,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 5",2017,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 6",2017,3
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 7",2017,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 1",2017,10
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 2",2017,8
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 3",2017,6
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 4",2017,6
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 5",2017,4
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 6",2017,19
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 7",2017,12
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 1",2017,46
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 2",2017,44
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 3",2017,49
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 4",2017,46
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 5",2017,50
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 6",2017,143
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 7",2017,97
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit Tier Upgrade Filing Fee",2017,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 1",2017,56
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 2",2017,52
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 3",2017,55
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 4",2017,52
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 5",2017,54
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 6",2017,162
"Registration","Comm Fishing License (R)",2018,5499
"Registration","Comm Fishing License (NR)",2018,831
"Registration","Comm Boat Registration (R)",2018,2458
"Registration","Comm Boat Registration (NR)",2018,296
"Registration","Comm Passenger Fishing Vessel",2018,560
"Registration","Comm Aircraft Registration",2018,7
"Registration","Comm Salmon Stamp",2018,1394
"Registration","John Doe Salmon Stamp",2018,179
"Registration","Comm Ocean Enhancement Stamp",2018,1144
"Limited Entry & Restricted Access","California Halibut Bottom Trawl Vessel Permit",2018,41
"Limited Entry & Restricted Access","Deeper Nearshore Species Fishery Permit",2018,177
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",2018,68
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",2018,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R) (T)",2018,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R) (NT)",2018,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",2018,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR) (T)",2018,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR) (NT)",2018,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 1",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 2",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 3",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 4",2018,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 5",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 6",2018,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 7",2018,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 1",2018,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 2",2018,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 3",2018,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 4",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 5",2018,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 6",2018,3
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 7",2018,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 1",2018,12
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 2",2018,9
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 3",2018,6
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 4",2018,6
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 5",2018,3
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 6",2018,19
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 7",2018,12
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 1",2018,44
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 2",2018,43
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 3",2018,49
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 4",2018,46
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 5",2018,51
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 6",2018,142
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 7",2018,98
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit Tier Upgrade Filing Fee",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 1",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 2",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 3",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 4",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 5",2018,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 6",2018,0
"Registration","Comm Fishing License (R)",2019,5558
"Registration","Comm Fishing License (NR)",2019,841
"Registration","Comm Boat Registration (R)",2019,2814
"Registration","Comm Boat Registration (NR)",2019,314
"Registration","Comm Passenger Fishing Vessel",2019,559
"Registration","Comm Aircraft Registration",2019,5
"Registration","Comm Salmon Stamp",2019,1587
"Registration","John Doe Salmon Stamp",2019,259
"Registration","Comm Ocean Enhancement Stamp",2019,1111
"Limited Entry & Restricted Access","California Halibut Bottom Trawl Vessel Permit",2019,41
"Limited Entry & Restricted Access","Deeper Nearshore Species Fishery Permit",2019,176
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",2019,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",2019,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R) (T)",2019,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R) (NT)",2019,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",2019,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR) (T)",2019,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR) (NT)",2019,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 1",2019,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 2",2019,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 3",2019,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 4",2019,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 5",2019,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 6",2019,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (NR) - Tier 7",2019,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 1",2019,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 2",2019,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 3",2019,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 4",2019,0
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 5",2019,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 6",2019,2
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit NT (R) - Tier 7",2019,1
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 1",2019,12
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 2",2019,9
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 3",2019,8
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 4",2019,6
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 5",2019,4
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 6",2019,21
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (NR) - Tier 7",2019,14
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 1",2019,44
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 2",2019,43
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 3",2019,47
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 4",2019,47
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 5",2019,50
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 6",2019,140
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit T (R) - Tier 7",2019,95
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit Tier Upgrade Filing Fee",2019,0
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 1",2019,56
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 2",2019,52
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 3",2019,55
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 4",2019,53
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 5",2019,54
"Limited Entry & Restricted Access","Dungeness Crab Trap Tag Biennial Fees (T) - Tier 6",2019,161
"Registration","Comm Fishing License (R)",2020,5897
"Registration","Comm Fishing License (NR)",2020,644
"Registration","Comm Boat Registration (R)",2020,2885
"Registration","Comm Boat Registration (NR)",2020,309
"Registration","Comm Passenger Fishing Vessel",2020,550
"Registration","Comm Aircraft Registration",2020,7
"Registration","Comm Salmon Stamp",2020,1513
"Registration","John Doe Salmon Stamp",2020,228
"Registration","Comm Ocean Enhancement Stamp",2020,1418
"Registration","Comm Fishing License",1970,8967
"Registration","Comm Boat Registration",1970,4341
"Registration","Comm Passenger Fishing Vessel",1970,457
"Registration","Comm Salmon Stamp",1970,NA
"Limited Entry & Restricted Access","Lobster Permit",1970,185
"Nonrestrictive Permits","Abalone Permit",1970,530
"Nonrestrictive Permits","Abalone Crew Member Permit",1970,NA
"Nonrestrictive Permits","Abalone Diving Permit",1970,NA
"Nonrestrictive Permits","Kelp License",1970,8
"Nonrestrictive Permits","Oyster Permit",1970,NA
"Nonrestrictive Permits","Total",1970,14488
"Registration","Comm Fishing License",1971,10161
"Registration","Comm Boat Registration",1971,4986
"Registration","Comm Passenger Fishing Vessel",1971,484
"Registration","Comm Salmon Stamp",1971,NA
"Limited Entry & Restricted Access","Lobster Permit",1971,209
"Nonrestrictive Permits","Abalone Permit",1971,486
"Nonrestrictive Permits","Abalone Crew Member Permit",1971,NA
"Nonrestrictive Permits","Abalone Diving Permit",1971,NA
"Nonrestrictive Permits","Kelp License",1971,9
"Nonrestrictive Permits","Oyster Permit",1971,NA
"Nonrestrictive Permits","Total",1971,16335
"Registration","Comm Fishing License",1972,10536
"Registration","Comm Boat Registration",1972,5263
"Registration","Comm Passenger Fishing Vessel",1972,466
"Registration","Comm Salmon Stamp",1972,NA
"Limited Entry & Restricted Access","Lobster Permit",1972,266
"Nonrestrictive Permits","Abalone Permit",1972,447
"Nonrestrictive Permits","Abalone Crew Member Permit",1972,NA
"Nonrestrictive Permits","Abalone Diving Permit",1972,NA
"Nonrestrictive Permits","Kelp License",1972,43
"Nonrestrictive Permits","Oyster Permit",1972,NA
"Nonrestrictive Permits","Total",1972,17021
"Registration","Comm Fishing License",1973,12156
"Registration","Comm Boat Registration",1973,5946
"Registration","Comm Passenger Fishing Vessel",1973,491
"Registration","Comm Salmon Stamp",1973,NA
"Limited Entry & Restricted Access","Lobster Permit",1973,268
"Nonrestrictive Permits","Abalone Permit",1973,487
"Nonrestrictive Permits","Abalone Crew Member Permit",1973,NA
"Nonrestrictive Permits","Abalone Diving Permit",1973,NA
"Nonrestrictive Permits","Kelp License",1973,58
"Nonrestrictive Permits","Oyster Permit",1973,NA
"Nonrestrictive Permits","Total",1973,19406
"Registration","Comm Fishing License",1974,14565
"Registration","Comm Boat Registration",1974,6952
"Registration","Comm Passenger Fishing Vessel",1974,472
"Registration","Comm Salmon Stamp",1974,NA
"Limited Entry & Restricted Access","Lobster Permit",1974,199
"Nonrestrictive Permits","Abalone Permit",1974,557
"Nonrestrictive Permits","Abalone Crew Member Permit",1974,NA
"Nonrestrictive Permits","Abalone Diving Permit",1974,NA
"Nonrestrictive Permits","Kelp License",1974,186
"Nonrestrictive Permits","Oyster Permit",1974,NA
"Nonrestrictive Permits","Total",1974,22931
"Registration","Comm Fishing License",1975,13968
"Registration","Comm Boat Registration",1975,6827
"Registration","Comm Passenger Fishing Vessel",1975,419
"Registration","Comm Salmon Stamp",1975,NA
"Limited Entry & Restricted Access","Lobster Permit",1975,214
"Nonrestrictive Permits","Abalone Permit",1975,517
"Nonrestrictive Permits","Abalone Crew Member Permit",1975,NA
"Nonrestrictive Permits","Abalone Diving Permit",1975,NA
"Nonrestrictive Permits","Kelp License",1975,105
"Nonrestrictive Permits","Oyster Permit",1975,NA
"Nonrestrictive Permits","Total",1975,22050
"Registration","Comm Fishing License",1976,14958
"Registration","Comm Boat Registration",1976,7268
"Registration","Comm Passenger Fishing Vessel",1976,405
"Registration","Comm Salmon Stamp",1976,NA
"Limited Entry & Restricted Access","Lobster Permit",1976,182
"Nonrestrictive Permits","Abalone Permit",1976,486
"Nonrestrictive Permits","Abalone Crew Member Permit",1976,NA
"Nonrestrictive Permits","Abalone Diving Permit",1976,NA
"Nonrestrictive Permits","Kelp License",1976,39
"Nonrestrictive Permits","Oyster Permit",1976,NA
"Nonrestrictive Permits","Total",1976,23338
"Registration","Comm Fishing License",1977,17407
"Registration","Comm Boat Registration",1977,8421
"Registration","Comm Passenger Fishing Vessel",1977,400
"Registration","Comm Salmon Stamp",1977,NA
"Limited Entry & Restricted Access","Lobster Permit",1977,214
"Nonrestrictive Permits","Abalone Permit",1977,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1977,593
"Nonrestrictive Permits","Abalone Diving Permit",1977,24
"Nonrestrictive Permits","Kelp License",1977,78
"Nonrestrictive Permits","Oyster Permit",1977,NA
"Nonrestrictive Permits","Total",1977,27137
"Registration","Comm Fishing License",1978,20298
"Registration","Comm Boat Registration",1978,9654
"Registration","Comm Passenger Fishing Vessel",1978,425
"Registration","Comm Salmon Stamp",1978,NA
"Limited Entry & Restricted Access","Lobster Permit",1978,294
"Nonrestrictive Permits","Abalone Permit",1978,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1978,393
"Nonrestrictive Permits","Abalone Diving Permit",1978,107
"Nonrestrictive Permits","Kelp License",1978,37
"Nonrestrictive Permits","Oyster Permit",1978,NA
"Nonrestrictive Permits","Total",1978,31208
"Registration","Comm Fishing License",1979,19997
"Registration","Comm Boat Registration",1979,9635
"Registration","Comm Passenger Fishing Vessel",1979,438
"Registration","Comm Salmon Stamp",1979,10222
"Limited Entry & Restricted Access","Lobster Permit",1979,277
"Nonrestrictive Permits","Abalone Permit",1979,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1979,93
"Nonrestrictive Permits","Abalone Diving Permit",1979,155
"Nonrestrictive Permits","Kelp License",1979,54
"Nonrestrictive Permits","Oyster Permit",1979,17
"Nonrestrictive Permits","Total",1979,40888
"Registration","Comm Fishing License",1980,20363
"Registration","Comm Boat Registration",1980,9229
"Registration","Comm Passenger Fishing Vessel",1980,454
"Registration","Comm Salmon Stamp",1980,10944
"Registration","John Doe Salmon Stamp",1980,NA
"Registration","Abalone Diving Upgrade Stamp",1980,NA
"Registration","Augmented Salmon Stamp",1980,NA
"Registration","Augmented Salmon Stamp Student",1980,NA
"Registration","Junior Comm Fish License",1980,NA
"Registration","Student Comm Fish",1980,NA
"Registration","Student Comm Salmon Stamp",1980,NA
"Registration","Comm Ocean Enhancement Stamp",1980,NA
"Limited Entry & Restricted Access","Abalone Diving Permit",1980,174
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1980,NA
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1980,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1980,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1980,NA
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1980,NA
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1980,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1980,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1980,NA
"Limited Entry & Restricted Access","Lobster Permit",1980,308
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1980,NA
"Limited Entry & Restricted Access","Salmon Vessel Permit",1980,7744
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1980,NA
"Late Fees","Salmon Vessel Late Fee",1980,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1980,111
"Nonrestrictive Permits","Kelp License",1980,47
"Nonrestrictive Permits","Kelp Harvester License",1980,NA
"Nonrestrictive Permits","Oyster Permit",1980,20
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1980,NA
"Nonrestrictive Permits","Shark Permit",1980,171
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1980,NA
"Nonrestrictive Permits","Swordfish Permit",1980,410
"Nonrestrictive Permits","Trap Permit",1980,NA
"Nonrestrictive Permits","Total Commercial Fishing",1980,49975
"Registration","Comm Fishing License",1981,18862
"Registration","Comm Boat Registration",1981,8427
"Registration","Comm Passenger Fishing Vessel",1981,441
"Registration","Comm Salmon Stamp",1981,8837
"Registration","John Doe Salmon Stamp",1981,NA
"Registration","Abalone Diving Upgrade Stamp",1981,NA
"Registration","Augmented Salmon Stamp",1981,NA
"Registration","Augmented Salmon Stamp Student",1981,NA
"Registration","Junior Comm Fish License",1981,NA
"Registration","Student Comm Fish",1981,NA
"Registration","Student Comm Salmon Stamp",1981,NA
"Registration","Comm Ocean Enhancement Stamp",1981,NA
"Limited Entry & Restricted Access","Abalone Diving Permit",1981,173
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1981,NA
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1981,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1981,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1981,341
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1981,NA
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1981,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1981,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1981,NA
"Limited Entry & Restricted Access","Lobster Permit",1981,363
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1981,NA
