CUST_ORG,BUS_CAT_CL,BUS_CAT_DS,OCCPNT_TYP,SRCDATA_ID,SRC_ID_IND,FCLTY_NM,DESCRIPTN,ADDRESS,OTHER_ADDR,ST_ADDRESS,POSTAL_CD,LOCALITY,CONT_PHONE,CONT_EMAIL,CONT_FAX,WEBSITE,IMAGE_URL,LATITUDE,LONGITUDE,KEYWORDS,DT_UPDATE,GEOCD_IND,AUTHORITY,OPERATOR,COMMODITY,STOR_CPCTY,DATA_SRCE,TYPE_USE,BERTH_DESC,SHAPE,SEQ_ID,X,Y
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,254,N,Pacific Elevators,Terminal,"1803 Stewart St, Vancouver, BC","1803 Stewart St, Vancouver, BC",1803 Stewart St,V5L 5G1,Vancouver,,,,https://www.viterra.com/web/canada,,49.2879611,-123.0674207,Pacific Elevators; Terminal; Burrard Inlet; Vancouver; Viterra; Grain,20200121073233,,Port Metro Vancouver ,Viterra,"wheat, barley, canola, flax, feed and food peas, malt and various other bulk manufactured agriforage grades","571 concrete storage tanks with a combined total capacity of approximately 199,000 tonnes of grain",Port Metro Vancouver; BC Ports Handbook 2014; Viterra,Breakbulk and Bulk,"Berth #1: length 185 m, depth 9.6 m, lay berth;  #2: length 215 m, depth 13.7 m, loading berth;  #4: length 305 m, depth 10.2 m",,295,-123.06742069557146,49.28796105134725
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,255,N,Canada Place (Cruise Ship Terminal),Terminal,"99 Canada Place, Vancouver, BC","99 Canada Place, Vancouver, BC",99 Canada Place,V6C 3T4,Vancouver,,,,http://www.canadaplace.ca/,,49.2895016,-123.1094821,Canada Place; Vancouver; Cruise Ship; Terminal; Passenger; Burrard Inlet,20200121073233,,Port Metro Vancouver ,Port Metro Vancouver,passengers,Dock Apron: 9500 sq m; Baggage area: 6000 sq m,Canada Place; Port Metro Vancouver,Cruiseship,East: length 506 m; West: length 329 m; North: length 274 m ,,341,-123.1094820975924,49.289501627730985
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,256,N,Vanterm,Terminal,"1300 Stewart St, Vancouver, BC","1300 Stewart St, Vancouver, BC",1300 Stewart St,V5L 4X5,Vancouver,,,,http://globalterminalscanada.com/,,49.2890498,-123.0736116,Vanterm; Vancouver; Burrard Inlet; Terminal; Container; Bulk Oil,20200121073233,,Port Metro Vancouver ,"TSI Terminal Systems, Inc. ",containerized cargo and bulk oils,"Terminal capacity 850 000 TEUs, includes loading/unloading cranes, computerized container/cargo system, rail and marine capacity",Global Container Terminals Canada; BC Ports Handbook 2014; Port Metro Vancouver,Container and Bulk,"Berths #5/6 for Panamax vessels: length 619 m; #4 for Oil Vessel: length 183 m; #7 Utility berth: 91 m, average depth 15.2 - 15.5 m",,299,-123.07361159872586,49.289049841195784
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,257,N,Pacific Coast Terminals,Terminal,"2300 Columbia St, Port Moody, BC","2300 Columbia St, Port Moody, BC",2300 Columbia St,V3H 5J9,Port Moody,,,,http://pct.ca/,,49.284861,-122.8618652,Pacific Coast; Terminal; Port Moody; Sulphur; Burrard Inlet,20200121073233,,Port Metro Vancouver ,Sultran Ltd,sulphur and ethylene glycol,"220,000 tonnes sulphur in two windraw piles; 55,000 tonnes of ethylene glycol in six tanks",Pacific Coast Terminals; BC Ports Handbook 2014; Port Metro Vancouver,Breakbulk and Bulk ,"Berth #1: length 237 m, limiting draft 12.5 m; #2: length 293 m, limiting draft 12 m Panamax capacity",,249,-122.86186520069599,49.28486103304118
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,258,N,Shellburn Terminal,Terminal,"201 Kensington, Burnaby, BC","201 Kensington, Burnaby, BC",201 Kensington,V5B 4B2,Burnaby,,,,http://www.shell.ca/,,49.2892916,-122.9640374,Shellburn; Shell; Vancouver; Burrard Inlet; Petroleum; Terminal,20200121073233,,Port Metro Vancouver ,Shell Canada Products,petroleum products,N/A,Shell Canada; Port Metro Vancouver; BC Ports Handbook 2014 ,Breakbulk and Bulk,"Outer berth: 122 m length, depth 8.9 m with mooring dolphins",,483,-122.96403740530695,49.28929158878077
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,259,N,Cascadia Terminal,Terminal,"3333 New Brighton Rd, Vancouver, BC","3333 New Brighton Rd, Vancouver, BC",3333 New Brighton Rd,V5K 5J7,Vancouver,,,,https://www.viterra.com/web/canada,,49.2916742,-123.0340698,Cascadia; Terminal; Viterra; Vancouver; Burrard Inlet; Grain,20200121073233,,Port Metro Vancouver ,Viterra,"wheat, durum, feed barley, malting barley, canola seed and specialty products","282,830 tonnes storage with 3200 tonnes per hour loading capacity, spout height above dock face 14.6 m.",Port Metro Vancouver; BC Ports Handbook 2014; Viterra,Breakbulk and Bulk ,"Berth #1: length 274 m, depth 15.2 m",,457,-123.03406979516403,49.29167418626545
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,260,N,Stanovan Terminal (Chevron Canada),Terminal,"355 Willingdon, Burnaby, BC","355 Willingdon, Burnaby, BC",355 Willingdon,V5C 1X4,Burnaby,,,,http://www.chevron.ca/our-businesses/burnaby-refinery,,49.2919805,-123.0041762,Chevron; Burrard Inlet; Terminal; Petroleum Products; Vancouver; Stanovan,20200121073233,,Port Metro Vancouver ,Chevron Canada Limited,petroleum products,N/A,Chevron Canada Limited; BC Ports Handbook 2014; Port Metro Vancouver,Breakbulk and Bulk ,"length 85 m (216 m between mooring buoys), limiting draft 12.5 m",,507,-123.0041761958584,49.29198048902327
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,261,N,Kinder Morgan (Westridge Terminal),Terminal,"Burnaby, BC","Burnaby, BC",,V5A 4T3,Burnaby,,,,http://www.kindermorgan.com/pages/business/canada/transmountain.aspx,,49.2909715,-122.9498933,Kinder Morgan; Burnaby; Burrard Inlet; Terminal; Petroleum,20200121073233,,Port Metro Vancouver ,Kinder Morgan Canada,"crude petroleum, petroleum products, jet fuel",N/A,Kinder Morgan Canada; BC Ports Handbook 2014; Port Metro Vancouver,Breakbulk and Bulk ,"Main dock 91.4 m long, 305 m between extreme mooring dolphins, depth 11 m for vessels up to 250 m in length",,411,-122.9498932936188,49.2909714620843
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,262,N,PetroCanada Terminal,Terminal,"9955 Barnett Hwy, Burnaby, BC","9955 Barnett Hwy, Burnaby, BC",9955 Barnett Hwy,V3H 3R5,Burnaby,,,,http://www.suncor.com/default.aspx,,49.2901709,-122.8982306,Petro Canada; Petroleum; Burrard Inlet; Terminal; Burnaby; Suncor,20200121073233,,Port Metro Vancouver ,PetroCanada Inc,"crude petroleum, petroleum products, jet fuel",N/A,Suncore; Port Metro Vancouver; BC Ports Handbook 2014 ,Breakbulk and Bulk ,"West: length 43 m, depth 12 m with mooring/breasting dolphin;  East: length 40 m, depth 6 m",,275,-122.89823060545727,49.2901708902857
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,263,N,Lynnterm East Gate,Terminal,"15 Mountain Hwy, North Vancouver, BC","15 Mountain Hwy, North Vancouver, BC",15 Mountain Hwy,V7J 2J9,North Vancouver,,,,http://www.westeve.com/,,49.2976888,-123.0364596,Lynnterm; east gate; Vancouver; Burrard Inlet; Terminal; Breakbulk,20200121073233,,Port Metro Vancouver ,Western Stevedoring Company Ltd,"wood pulp, lumber, plywood, steel, containers, project and general cargo","4 warehouses with 6,250,000 sq ft suitable for storage of forest products, general cargo and steel",Western Stevedoring Company Ltd.; Port Metro Vancouver; BC Ports Handbook 2014 ,Breakbulk and Bulk ,"Berth 4: length 213 m, limiting draft 13.1 m; #5/6: length 213 m, limiting draft 15.2 m; #7: length 200 m, limiting draft 12.3",,311,-123.03645960552478,49.29768881703182
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,264,N,Canexus Chemical,Terminal,"100 Amherst Ave, North Vancouver, BC","100 Amherst Ave, North Vancouver, BC",100 Amherst Ave,V7H 1T9,North Vancouver,,,,http://www.portmetrovancouver.com/cargo-terminals/bulk/,,49.2973972,-123.0145012,Vancouver; Terminal; Fuel; Petrolum; Petroleum Products; Canexus Chemical; Burrard Inlet,20200121073233,,Port Metro Vancouver ,Canexus Chemicals Canada Limited Partnership,"chemicals, salt, caustic soda, sodium chlorate",N/A,Port Metro Vancouver,Breakbulk and Bulk ,length 150 m (plus mooring floats 243 m apart) depth 10.50 m,,301,-123.01450119519652,49.29739715882282
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,265,N,Lynnterm West Gate,Terminal,"95 Brooksbank Ave, North Vancouver, BC","95 Brooksbank Ave, North Vancouver, BC",95 Brooksbank Ave,V7J 2J9,North Vancouver,,,,http://www.westeve.com/term_operation.html,,49.3005638,-123.0432901,Lynnterm; west gate; Vancouver; Burrard Inlet; Terminal; Breakbulk,20200121073233,,Port Metro Vancouver ,Western Stevedoring Company Ltd,"wood pulp, lumber, plywood, steel, containers, project and general cargo","3 warehouses with 250,000 square feet undercover storage of woodpulp, steel, plywood",Western Stevedoring Company Ltd.; Port Metro Vancouver; BC Ports Handbook 2014 ,Breakbulk and Bulk ,"Berth #1: length 180 m, limiting draft 11.2 m; #2: length 196 m, limiting draft 13.2 m; #3: length 196 m, limiting draft 13.0 m",,339,-123.04329009402178,49.30056383089753
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,266,N,Allied Shipbuilders,Shipyard,"1870 Harbour Rd, North Vancouver, BC","1870 Harbour Rd, North Vancouver, BC",1870 Harbour Rd,V7H 1A1,North Vancouver,,,,http://www.alliedship.com/,,49.3024631,-123.0224427,Shipbuilder; Shipyard; Vancouver; Allied; Vessel Service; Repair,20200121073233,,Port Metro Vancouver ,Allied Shipbuilders Ltd,ship building,N/A,Allied Shipbuilders Ltd.; BC Ports Handbook 2014; Port Metro Vancouver,Shipyards and Ship Repair Facilities,"1 side launching building berth 120 m, dry dock length 50 m, 20 m wide plus small dry dock and lay berths",,233,-123.02244270324961,49.302463071870015
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,267,N,Neptune Bulk Terminals,Terminal,"1001 Low Level Rd, North Vancouver, BC","1001 Low Level Rd, North Vancouver, BC",1001 Low Level Rd,V7L 1A7,North Vancouver,,,,http://www.neptuneterminals.com/,,49.3035555,-123.0528818,Neptune; Bulk; Terminal; Vancouver; Burrard Inlet,20200121073233,,Port Metro Vancouver ,"Canpotex, Teck resources Ltd, Bunge Canada","steelmaking and energy coal, potash, canola oil, bulk agri-products, canola oil, phosphate rock","600,000 tonnes of coal, 210,000 tonnes dry bulk, 19,000 tonnes canola oil.  Site contains 4 equipment berths with Cape size vessel capacity",BC Ports Handbook 2014; Neptune Bulk Terminals,Breakbulk and Bulk ,"Berth #1: length 230 m, depth 15.24 m with floating dolphin; #2: length 230 m, depth 13.7 m with bollards; #3: length 100 m with mooring bollards depth 13 m",,549,-123.05288180430564,49.30355548706093
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,268,N,Richardson International Terminal,Terminal,"375 Low Level Rd, North Vancouver, BC","375 Low Level Rd, North Vancouver, BC",375 Low Level Rd,V7L 1C1,North Vancouver,,,,http://www.richardson.ca/,,49.3048999,-123.0708901,Richardson; Terminal; Grain; Vancouver; Burrard Inlet,20200121073233,,Port Metro Vancouver ,James Richardson International,"canadian grain: wheat, canola, barley, barley malt, rye, flax and grain and feed products","108,000 tonnes",James Richardson International; Port Metro Vancouver; BC Ports Handbook 2014 ,Breakbulk and Bulk ,"length 108 m, depth 15.24 m",,367,-123.07089009524063,49.30489993676992
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,269,N,Cargill Vancouver Terminal,Terminal,"801 Low Level Rd, North Vancouver, BC","801 Low Level Rd, North Vancouver, BC",801 Low Level Rd,V7L 1A7,North Vancouver,,,,http://www.portmetrovancouver.com/cargo-terminals/bulk/,,49.3053027,-123.0570262,Cargill; Vancouver; Terminal; Grain; Burrard Inlet,20200121073233,,Port Metro Vancouver ,Cargill Ltd,"wheat, canola, barley, peas, and other grain by-products","240,000 tonnes of grain",Port Metro Vancouver; Cargill Grain,Breakbulk and Bulk,"#1: length 228 m + 52 m, depth 15.3 m; #2: length 205 m, depth outshore 12.6 m at LW",,305,-123.05702619479798,49.30530272331078
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,270,N,Dollarton Ship Yard,Shipyard,"3829 Dollarton Hwy, North Vancouver, BC","3829 Dollarton Hwy, North Vancouver, BC",3829 Dollarton Hwy,V7G 1A1,North Vancouver,,,,http://www.alliedship.com/index.php/contact/,,49.3030825,-122.9637043,Shipyard; Shipbuilder; North Vancouver; Burrard Inlet; Dollarton,20200121073233,,Port Metro Vancouver ,Allied Shipbuilders Ltd,vessel repair and servicing,N/A,Allied Shipbuilders Ltd.; BC Ports Handbook 2014; Port Metro Vancouver,Shipyards and Ship Repair Facilities,8.5 m by 30.48 m covered marine cradle,,463,-122.96370429760972,49.303082531491604
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,271,N,Ioco Terminal,Terminal,"2225 Loco Rd, Ss 1, Port Moody, BC","2225 Loco Rd, Ss 1, Port Moody, BC","2225 Loco Rd, Ss 1",V3H 3C8,Port Moody,,,,http://www.imperialoil.ca/Canada-English/default.aspx,,49.3014666,-122.8723624,Ioco; Port Moody; Burrard Inlet; Vancouver; Terminal; Petroleum products ,20200121073233,,Port Metro Vancouver ,Imperial Oil Company Limited,"heavy fuel oil, intermediate fuel oils, marine gas oil",N/A,Imperial Oil Canada; BC Ports Handbook 2014; Port Metro Vancouver,Breakbulk and Bulk ,"2 berths for barges and coastal tankers with mooring dolphins up to 35,000 deadweight tonnage; 2 berths without additional equipment, bunker barge loading capacity",,475,-122.87236239512237,49.30146657816387
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,272,N,Kinder Morgan (Vancouver Wharves),Terminal,"1995 West First St, North Vancouver, BC","1995 West First St, North Vancouver, BC",1995 West First St,V7P 1A8,North Vancouver,,,,http://www.kindermorgan.com/pages/business/terminals/canada.aspx,,49.3094333,-123.1178373,Kinder Morgan; Vancouver Wharfs; Burrard Inlet; Terminal; Petroleum,20200121073233,,Port Metro Vancouver ,Kinder Morgan Canada Terminals LP,"inbound and outbound bulk concentrates, exports liquids, sulphur, fertalizers, agriproducts","Four storage tanks, +165,000 tonnes sulphur storage, total site storage over 1 million tonnes",Kinder Morgan Canada; Port Metro Vancouver; BC Ports Handbook 2014,Breakbulk and Bulk ,"Berth depths: #1:13.7 m; #2:11.2 m; #3: 11.2 m; #4: 11.6 m; #5: 11.6 m; 5 equipment berths, rail car unloader, crane, dry-bulk systems, breakbulk equipment",,351,-123.11783730070533,49.309433277119865
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,273,N,Vancouver Drydock (Seaspan),Shipyard,"203 East Esplanade, North Vancouver, BC","203 East Esplanade, North Vancouver, BC",203 East Esplanade,V7L 1A1,North Vancouver,,,,http://www.seaspan.com/vancouver-drydock,,49.3087919,-123.0761326,Drydock; Vancouver; Seaspan; Burrard Inlet; Shipyard,20200121073233,,Port Metro Vancouver ,Seaspan,ship building,N/A,Seaspan; Port Metro Vancouver; BC Ports Handbook 2014 ,Shipyards and Ship Repair Facilities,"Panamax float dock 220 m full length, inside width 45.8 m, layberth 230 m length, 15 m width",,227,-123.0761325971795,49.30879190619138
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,274,N,Fibreco Export Inc,Terminal,"1209 McKeen Ave, North Vancouver, BC","1209 McKeen Ave, North Vancouver, BC",1209 McKeen Ave,V7P 3H9,North Vancouver,,,,http://fibreco.com/,,49.3109027,-123.1056845,Fibreco; North Vancouver; Terminal; Burrard Inlet; Forest Products,20200121073233,,Port Metro Vancouver ,Fibreco Exports Inc,wood chips and wood pellets in bulk,"100,000 BDU or 240,000 tonnes of wood chips and 27,000 tonnes of wood pellets",Fibreco Export Inc; BC Ports Handbook 2014; Port Metro Vancouver,Breakbulk and Bulk ,"length 137 m with mooring dolphins, depth 11.5 m; loading and bulk discharge facility, loading rate 1200 tonnes/hour",,511,-123.10568449898649,49.31090272063232
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,275,N,Vancouver Shipyards,Shipyard,"50 Pemberton Ave, North Vancouver, BC","50 Pemberton Ave, North Vancouver, BC",50 Pemberton Ave,V7P 2R2,North Vancouver,,,,http://www.seaspan.com/vancouver-shipyards,,49.3147373,-123.1055996,Shipyard; Shipbuilder; North Vancouver; Burrard Inlet; Seaspan,20200121073233,,Port Metro Vancouver ,Seaspan,"ship building, repair, and servicing",40 acre yard on Burrard Inlet; 3 outfitting berths ,Seaspan; Port Metro Vancouver; BC Ports Handbook 2014 ,Shipyards and Ship Repair Facilities,"1 side launch construction berth 168 m length, 30 m width ",,525,-123.10559959724698,49.314737326399296
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,276,N,French Creek,Port,"1055 Lee Rd, Parksville, BC","1055 Lee Rd, Parksville, BC",1055 Lee Rd,V9P 2E1,Parksville,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.3495533,-124.3572064,French Creek; Core; Fishing; Port; Small Craft Harbour; Marina,20200121073233,,Harbour Authority of French Creek,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, security, parking, pumpout, storage, fuel sales, restroom facilities, pay phone, fuel sales",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia,Fishing,"wharf and floats, breakwater derrick",,479,-124.35720639752617,49.349553249994926
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,277,N,Gibsons,Port,"Gibsons, BC","PO Box 527, Gibsons, BC  V0N 1V0",,V0N 1V0,Gibsons,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.400648,-123.50449499999999,Gibsons; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Gibson's Landing Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, security, parking, pumpout, storage, fuel sales, restroom facilities, pay phone",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, breakwater derrick",,363,-123.50449500404471,49.400648001644804
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,278,N,Squitty Bay,Harbour,"Lasqueti Island, BC","Lasqueti Island, BC",,,Lasqueti Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.4526485,-124.1658137,Squitty Bay; Lesqueti Island; Harbour; Recreational; Small Craft Harbour ,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,recreational harbour,moorage,Department of Fisheries and Oceans Small Craft Harbours,Recreational,wharf and floats,,521,-124.16581370645126,49.452648492217506
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,279,N,Deep Bay,Port,"164 Burne Rd, Bowser, BC","164 Burne Rd, Bowser, BC",164 Burne Rd,V0R 1G0,Bowser,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.4647361,-124.727971,Deep Bay; Core; Fishing; Port; Small Craft Harbour; Marina,20200121073233,,Harbour Authority of Deep Bay,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, security, parking, pumpout, storage, fuel sales, restroom facilities, laundry, pay phone",BC Ports Handbook 2014; Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia,Fishing,"wharf and floats, breakwater derrick",,241,-124.7279709976053,49.46473610977863
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,280,N,Construction Aggregates Marine Terminal,Terminal,"Sechelt, BC","PO Box 1790, 5784 Inlet Rd, Sechelt, BC  V0N 3A0",,V0N 3A0,Sechelt,,,,http://www.manta.com/ic/mv57760/ca/construction-aggregates-ltd,,49.4676916,-123.7487167,Sechelt; Aggregates; Strait of Georgia; Terminal,20200121073233,,Powell River Harbour Authority,Construction Aggregates Ltd,construction aggregate,N/A,Harbour Authority of British Columbia; BC Ports Handbook 2014,Bulk,Terminal extends 400 m from shore with traveling shiploader,,205,-123.74871669340618,49.46769154590426
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,281,N,Ford Cove,Port,"10800a Central Rd, Hornby Island, BC","10800a Central Rd, Hornby Island, BC",10800a Central Rd,V0R 1Z0,Hornby Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.497209999999995,-124.67645999999999,Ford Cove; Core; Fishing; Port; Small Craft Harbour; Marina,20200121073233,,Ford Cove Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, lights, garbage, parking, lights, restroom facilities, pay phone, fuel sales",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia,Fishing,"wharf and floats, breakwater derrick",,375,-124.67645999824802,49.49721000348189
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,282,N,Porpoise Bay,Port,"Sechelt, BC","Box 129, 5797 Cowrie St, Sechelt, BC  V0N 3A0",,V0N 3A0,Sechelt,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.483168,-123.758292,Porpoise Bay; Core; Fishing; Port; Small Craft Harbour,20200121073233,,The Corporation of the District of Sechelt,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, pumpout",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, launch, and plane float",,495,-123.75829200511622,49.48316800432465
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,283,N,Fanny Bay,Port,"7366 Island Way, Fanny Bay, BC","7366 Island Way, Fanny Bay, BC",7366 Island Way,V0R 1W0,Fanny Bay,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/ha-ap-eng.asp?p=bc,,49.5059404,-124.8153969,Fanny Bay; Core; Fishing; Port; Small Craft Harbour; Marina,20200121073233,,Fanny Bay Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, lights, parking, lights, pay phone",Department of Fisheries and Oceans Small Craft Harbours,Fishing,"wharf and floats, breakwater",,503,-124.81539689826356,49.50594036924364
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,284,N,Howe Sound Pulp and Paper,Terminal,"3830 Port Mellon Hwy, Port Mellon, BC","3830 Port Mellon Hwy, Port Mellon, BC",3830 Port Mellon Hwy,V0N 2S0,Port Mellon,,,,http://www.hspp.ca/,,49.520737,-123.4838242,Port Mellon; Howe Sound; Terminal; Pulp; Paper; South Coast,20200121073233,,Transport Canada,Howe Sound Pulp and Paper,kraft pulp and newsprint,"2045 sq m on dock, 5200 sq m in shed (500 feet)",Howe Sound Pulp and Paper Ltd.; BC Ports Handbook 2014,Bulk,"length 189 m, depth 10.67 m (@ zero tide)",,471,-123.48382420609609,49.520736999423534
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,285,N,Secret Cove,Port,"Halfmoon Bay, BC","Halfmoon Bay, BC",,,Halfmoon Bay,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.5340839,-123.9649905,Secret Cove; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing,wharf and floats,,207,-123.96499049751135,49.53408391790521
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,286,N,Whiskey Slough (Pender Harbour),Port,"Madeira Park, BC","PO Box 118, Maderia Park, BC  V0N 2H0 PO Box 118, Madiera Park, BC V0N 2H0",,V0N 2H0,Madeira Park,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.616203999999996,-124.043736,Pender Harbour; Whiskey Slough; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Harbour Authority of Pender Harbour,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing ,floats,,417,-124.04373600293594,49.616204003291585
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,287,N,Madeira Park (Pender Harbour),Port,"Madeira Park, BC","PO Box 118, Maderia Park, BC  V0N 2H0",,V0N 2H0,Madeira Park,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.622738999999996,-124.025432,Maderia Park; Pender Harbour; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Harbour Authority of Pender Harbour,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, restroom facilities, security, pay phone, laundry pumpout",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing ,"wharf and floats, launch, derrick and plane float",,519,-124.02543199832853,49.62273900181475
