"source","table","region","port_complex_group","port_complex","year","category","comm_name_orig","comm_name","sci_name","landings_n"
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Redondo-Marina del Rey-Malibu",2010,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Redondo-Marina del Rey-Malibu",2010,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",685
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Redondo-Marina del Rey-Malibu",2010,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",23114
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",18154
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",4
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",9982
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",513
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",98
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",76451
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",176
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",127
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",704
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",60213
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",9302
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",15431
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",4036
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",33067
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",15484
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",126
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",68
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Other species","Seabass, white","White seabass","Atractoscion nobilis",1824
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",342
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",67585
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",10
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",241
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",123
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",84526
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",1
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",108
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",0
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",627
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2010,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",11719
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",743
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",299
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",3518
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",462
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",56
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",1009
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",19045
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",38976
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",65150
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",26090
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",1740
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",4377
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",4913
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",24008
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",9161
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",29
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",246
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Other species","Seabass, white","White seabass","Atractoscion nobilis",477
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",165
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",13765
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",252
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",956
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",2875
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",88897
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",60
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",72
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",29
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",2793
"CDFW 2011","CPFV Annual Report - Page 1.pdf","Southern","San Diego","San Diego-Mission Bay",2010,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",5
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",192
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",11
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",50
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",35
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",20
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",28240
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",12
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Other species","Seabass, white","White seabass","Atractoscion nobilis",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",5089
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",8
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",3
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",915
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1173
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",30514
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",528
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",841
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",2200
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2011,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",2903
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",123
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",377
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",57
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",65
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",374
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",102
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",5
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",20777
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",15
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Bass, striped","Striped bass","Morone saxatilis",71
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Sturgeon, unspecified","Sturgeon","Acipenser spp.",5
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Other species","Seabass, white","White seabass","Atractoscion nobilis",7
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",32106
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",207
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",30
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",2444
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",10913
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",66252
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",9
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",402
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",829
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",2706
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2011,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",1918
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",16
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",6
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",3225
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",343
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",317
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",3
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",4
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",1
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",19
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",450
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",22187
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",122
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",45
"CDFW 2012","CPFV Annual Report - Page 1.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2011,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",544
